날짜,리뷰
2022.03.13,"요즘 나오는 가방들보단 조금 작은 느낌이 있어요
그래도 무난하니 예뻐요"
2022.03.13,대학교 새내기라서 새로 무난한거로 샀는데 은근히 별로 안겹치고 좋아요
2022.03.12,무난할 것 같아 구매했는데 정말 좋아요~ 수납공간도 많습니다!
2022.03.12,노트북 태블릿 둘 다 넣어다녀도 수납공간 넉넉하고 대학생 백팩으로 완전 추천합니당 ^~^
2022.03.11,크기도 좋고 디자인도 심플하고 그냥 무난한 백팩이 사고 싶으면 딱인거 같아요
2022.03.10,고민하다 샀는데 만족합니다 클래식보다 더 커요 개인적으로 클래식은 좀 작다고 느꼈는데 이건 넉넉해서 좋습니다 15.6인치 노트북도 거뜬해요
2022.03.07,작을 줄 알았는데 딱 맞고 너무 캐주얼하고 예뻐용… 광광
2022.03.07,후기 보고 작을 줄 알았는데 그냥 딱 적당한 크기에 스탠다드 핏으로 대학생 백팩 추천합니다
2022.03.07,가방 지퍼 부분이 금색이 생각보다 많이 연해요 주의요
2022.03.07,진짜 너무 이쁘니까 꼭 사세요. 수납공간 넉넉해요.
2022.03.07,이번에 가방을 새로 장만했는데 수납공간도 넉넉하고 너무 예뻐요
2022.03.06,깔끔하니 매고다니기 좋아요. 학교다닐때 매고다니네요.
2022.03.05,너무 좋아요 수납공간도 많고 디자인도 이쁩니다!
2022.03.05,밑에 부분이 가죽인 것도 맘에 들었어용 대학교까지 #가보자고
2022.03.05,사이즈가 크진 않네요 수납은 편하게 구성되어있어요
2022.03.04,생각보다 공간도 널널하고 색도 너무너무 이쁩니다
2022.03.04,디자인이 심플해서 유행안타고 오래 사용할것같아요
2022.03.03,생각보단 작긴했는데 이뻐요 다른 가방이랑 고민했는데 이거 사길 질한 것 같아요
2022.03.03,"사촌 동생 입학선물로 줬는데 좋아하더라구요
칼하트는 역시 트렌드 안타고 쭉 쓰기 좋은 것 같아요"
2022.03.02,노트북도 넉넉히 들어가고 신발이랑 옷도 다양하게 들고 다닐 수 있어서 좋아요
2022.03.02,생각보다 수납공간 적고 작아요.. 책가방치곤 너무 작네요..
2022.03.02,여자아이가 착용하기 좋네요. 심플한 디자인이 맘에 들어요
2022.03.01,안에 물건 넣으니까 생각보다 각지지는 않더라구요 동생이 마음에 들어했어요!
2022.03.01,가방이 너무 크고 주머니가 너무 많은건 별로 안 좋아하는데 적당한 사이즈이고 주머니도 적당해서 좋고 품질도 좋아요!
2022.02.28,가방 안을 열었을 때가 정말 대박입니다. 수납 공간도 다양해서 단기 여행이나 학교갈 때 정말 좋아요
2022.02.28,사이즈도 적당하고 칼하트 색깔이 유독 빛남 너무 예쁨
2022.02.27,고등학교 새학기 가방으로 샀는데 너무 작지도 않고 크지도 않아서 좋아요 앞주머니 수납공간이 세세하게 분리되어있어서 편해요
2022.02.27,진짜 너무 예뻐요 다른 칼하트 가방 쓰다가 새로 샀는데 수납공간도 많고 예쁘고 가벼워용
2022.02.27,크기도 적당하고 수납공간 주머니 많아서 좋아요
2022.02.27,탄탄한 재질인데다가 노트북 쏘옥 들어가서 학교 다닐 때 자주 멜 듯 (?? ??? ???) 오래오래 애정해주겠으
2022.02.27,"그냥 딱 생각했던데로 잘 왔습니다
공간도 넉넉하고 이뻐서 마음에 드네요"
2022.02.26,보자마자 마음에 들어서 샀는데 너무 이뻐요! 공간분리도 잘 되어있고 디자인 예쁘네요
2022.02.26,막 들고 다닐 가방이 필요했는데 마침 세일하길래 샀어요 가볍고 수납공간 적당하고 좋아요
2022.02.26,교재 노트북 패드 들어가기에는 살짝 부족할 것 같긴한데 디자인이 이뻐서요ㅠㅠ 중간 칸도 있으면 싶은 아쉬움이 있긴 해요
2022.02.24,가방이 좀 작아보여서 걱정했는데 실제로 보니까 넘 작지도 크지도 않고... 딱 적당함
2022.02.24,되게 납작하게 와서 놀라긴했지만 예쁘고 수납공간 좋아요
2022.02.24,딱 막 들고다니기 좋은 가방인 것 같아요 넣을 공간 많아서 좋네요 끈 조절이 좀 힘듦
2022.02.24,너무 예뻐요 칼하트 레거시 스탠다드 워크팩 파이팅
2022.02.24,그냥 기본적인 디자인에 수납공간도 넓고 편해요
2022.02.24,사이즈도 적당하고 디자인도 깔끔해서 좋습니다.
2022.02.24,생각보다 가방이 크네요! 수납 공간도 넉넉하네요
2022.02.23,생각보다 넓진 않지만 그래도 넉넉하게 잘들어가요
2022.02.23,편하고 이뻐요 깔끔하고 튼튼해서 자주 잘 쓸듯합니당
2022.02.23,수납공간도 넉넉해서 여러권 넣어다닐수있을것같아 만족스럽습니다
2022.02.23,네에 너무 좋구여 가볍고 디지인이 심플해서 이쁜거같아여
2022.02.23,"디자인 무난해서 들기 좋아요
크기는 적당한 편이에요"
2022.02.23,"가방 크기 적당해요 크지도 작지도 않아요
그냥 무난하게 사용할 것 같고 칼하트라 그런지 뭔가 딴딴해요"
2022.02.23,생각보다 공간도 넓어요 교과서 11권 넣어도 더 들어갈 것 같아요 옆에 매쉬망도 되게 깊어서 맘에 들어요 딱 심플하고 유행 안 탈 것 같아요 너무 만족해요
2022.02.22,세일할 때 싸게 잘 구매했네요! 새학기 백팩으로 딱 좋아요 ㅎㅎ
2022.02.22,"대학생을 위한 백팩이라고 느꼈어요.
대학생이 노트북과 전공책을 들고 다닐 때 유용할 것 같아요."
2022.02.22,생각보다 사이즈가 적당ㄱ하고 노트북 하나 들어갈 정도입니다
2022.02.22,오우 칼하트 가방 너무 귀엽고 멋있씁니다 다음에도 칼하트 살게요
2022.02.21,쿠폰 먹여서 싸게 샀어요. 조금 크긴 하지만 수납 공간 많아서 좋아요.
2022.02.21,그냥 무난한 가방 근데 칼하트여서 이뻐보임 진짜 무난임
2022.02.20,"무게도 생각보다 가볍고 디자인은 심플해서 좋아요
15.6인치 노트북도 잘 들어가요"
2022.02.20,생각보다 크기가 작더라구요 하지만 난 작아서 괜춘 인형 고리가 좀 애매하긴한데 굿굿
2022.02.20,제것만 그런지 모르겠는데 마감상태가 영... ㅜㅜ 디자인만 보면 무난했어요
2022.02.20,기대보다 너무 귀엽네요 잘 쓰겠습니다 감사합니다
2022.02.19,무난하고 예쁜 백팩이에용 수납 공간도 적당하고 좋아용
2022.02.19,칼하트가방을 처음 사봤는데 이쁘고 괜찮은거 같아요
2022.02.18,예전부터 가지고 싶었던 가방이라 이번에 구매했는데 너무 마음에 들어요
2022.02.18,로고가 참 이쁘네요 새학기 가방으로 산건데 맘에 들어유
2022.02.17,학교 가방으로 샀는데 수납공간이 알차서 좋아용
2022.02.17,생각보다 작아서 놀랐어요 노트북 수납은 15인치 울트라북이 마지노선인듯해요
2022.02.16,크기도 적당하고 튼튼하네요.잘 메고 다닐것같아요
2022.02.16,백팩치고 과하게 큰편이 아니여서 가볍게 잘들고 다니고 있어요
2022.02.16,생각보다 크기가 조금 아쉽지만 그래도 무난하게 이뻐요
2022.02.15,되게 캐주얼스러운 스타일에 대학생느낌 팍 낼 수 있는 가방
2022.02.15,사이즈도 좋고 디자인이랑 색도 너무 이뻐요! 맘에 들어요
2022.02.12,무난하게 들고다니기 좋아요! 휘뚜루 마뚜루 들고댕기면 딱일듯
2022.02.12,"배송도 빠르고 잘 받았습니다
다음에 또 이용할게요~"
2022.02.12,"고등학생용으로 샀는데 잘 쓸 거 같아요
수납공간 구분이 잘 되어 있고 노트북 넣을 수 있고"
2022.02.10,쓰던 가방 지퍼가 고장나서 새 가방매고 다니려고 샀어요 심플하고 어깨 쿠션감이 푹신해서 좋아요 색도 똑같고 예뻐요
2022.02.10,수납공간 진짜 많아요 이것저것 다 넣을 수 있는 다용도 포켓들이 많아요 추천합니다
2022.02.09,딸아이가 졸업/입학 선물했는대 좋아하고 만족하내요.
2022.02.09,끈이 넓어서 가방 맸을때 아주 안정적 . 무겁게 들고다녀도 안정적이에요.좋ㅇ요
2022.02.07,잘 받았습니다 생각했던 것보다는 작은데 적당한 크기 입니다.
2022.02.07,"우와 완전 좋은 가방이에요!
수납력도 좋고 튼튼하고
노트북도 들어가요!
이런 가방이 필요했어요!"
2022.02.07,제 몸이 커서 그런가 생각보다 쪼끔 작았는데 그래도 너무 이쁘네용
2022.02.07,가볍게 쓸수있는 가방 필요했는데 적당해서 좋네요
2022.02.07,디자인은 이쁜데 사진 보다가 보니까 생각보다 작네용 그래도 잘 매고 다닐것같아요!
2022.02.06,수납이나 공간이 넉넉해보이지 않았는데 생각보다 많이 들어가네요 막 들고 다니기 좋아요!
2022.02.06,수납공간이 정말 좋았어요 그리고 아무데에나 잘 어울리는것같아용
2022.02.06,되게 심플하면서도 브랜드 로고로 포인트를 줘서 이뻐여
2022.02.06,가격대비 그렇게 퀄리티가 좋단 생각은 안 들지만 이쁩니다!
2022.02.06,칼하트 로고 하나 보고 삽니당ㅋㅋ 가방 깔끔하고 괜찮아요! 유행 안 탈거같은 디자인!!
2022.02.05,책가방으로 무난하게 골랐는데 진짜 예뻐요!! K-고삼 책 넉넉히 수용 가능ㅠㅠ
2022.02.05,칼하트 백팩이 공간도 괜찮고 디자인도 괜찮아요
2022.02.05,가방이 생각보다 크지 않지만 예뻐서 맘에 드네요
2022.02.05,수납공간이 엄청 커서 많이 들어갈 것 같아요 노트북 수납공간도있음
2022.02.05,"수납공간도 넉넉하고 심플하고 예뻐요!!
새학기 가방으로 추천드립니당"
2022.02.04,수납공간이 생각보다 작은듯 싶은데 학생가방으론 만족합니다. 딱 고정되진않으나 책을 넣으면 괜찮을것같네요세일해서 싸게 사서 좋아요 3년동안 잘 써보겠습니다
2022.02.04,싼 가격에 잘 산 것 같지만 딱딱해서 약간 어깨가 아픔
2022.02.03,적당하게 사용 할 수 있어서 좋아요~ 잘 사용 할 것 같아요
2022.02.03,무난하니 유행도 안타고 오래 잘 쓸 것같아요 품질도 좋습니다
2022.02.03,생각보다 수납공간이 많고 가벼워요! 크기는 잔스포츠보다 조금 큰 것 같네요
2022.02.02,수납공간 생각해던것보단 괜찮네요 싸게 잘 샀어요~
2022.02.01,디자인 무난하고 수납도 좋아용 여기저기 잘 어울립니다 여행가방으로도 좋고 굿귯
2022.01.29,칼하트 가방 처음 사보는데 작아 보여도 웬만큼 잘 들어가요
2022.01.29,조금 작지는 않을까 걱정했는데 사이즈 적당하고 편하네요 좋아요!!
2022.01.29,수납공간도 많고 널널해서 좋아요 아쉬운점이 있다면 위아래로 좀 긴것같은 느낌?
2022.01.29,"예뻐요 잘 쓰고 있어요
수납공간도 넉넉하고 옆에 그물있어서 더 좋아요"
2022.01.27,가방 바닥도 튼튼하고 재질도 정말 좋아요 오래 쓸 수 있을 것 같아요!
2022.01.27,재질도 너무좋고 색도 맘에들어요 재구매의향도있어요
2022.01.23,칼하트가방 너무 갖고 싶었는데 세일할때 구매했어요 진짜 맨날 매고 다녀요 여행갈때도 공부할때도 휘뚜루마뚜루 진짜 칼하트는 사랑인듯♥?
2022.01.23,생각보다 크고 무거운감이 있어요. 근데 이쁘고 무난해서 좋아요ㅎㅎ
2022.01.22,짱짱하고 깔끔합니다. 수납 공간이 많아서 만족스럽습니다.
2022.01.21,너무이쁨 근데샹각보다작긴한데 책드가면 거ㅐㄴ찬음
2022.01.20,남자친구 선물로 사줬는데 수납도 좋고 커서 좋대요 ??
2022.01.19,"클줄알앗는데, 생각보다 안컸구요. 바닥부분이 가죽으로 되잇어서 저아요"
2022.01.19,완전 좋아요 ! 백팩 처음 사보는데 만족해용 ! 수납공간도 넉넉하니 좋아요
2022.01.18,수납공간도 많고 각져서 좋아요. 물건을 넣어도 모양이 흐트려지지 않고 튼튼해요.
2022.01.17,역시 칼하트여서 그런지 오래 가지고 다닐꺼 같은 가방이에요!
2022.01.14,구매하고 싶었던 가방이라 너무너무 만족합니다
2022.01.11,예상보다 작았지만 일상용으로 가볍게 쓰기엔 충분해요~
2022.01.11,"가방 끈 조절하는 부분에서 알수없는 흰색 실들이 자꾸 뽑혀나오는데 그거 빼곤 괜찮아요
하지만 자세히 보면 굉장히 지저분해보여요"
2022.01.08,디자인이 너무 이쁘고 만족스럽습니다. 다만 무거울뿐
2022.01.06,칼하트는 무난하고 예뻐서 언제 어디에 들어도 괜찮은 가방인 것 같아요
2022.01.05,예상보다 조금 작기는 하지만 모나지않고 학교다니면서 매기에는 적당한 것 같습니다
2022.01.05,부리부리 왕 부리부리 귀엽고 가벼운 아이템으로 딱이지요
2022.01.05,"다른 분들 평 처럼 생각보다 가방이 아기자기하네요.
그럼에도 불구하고 수납공간이 되게 많습니다.
무엇보다 디자인이 이뻐요."
2022.01.05,무난하게 중고등학생 뿐만아니라 대학생 가방으로도 좋은 것 같아요~!
2022.01.04,동생중학생들어갈겸생일선물로사줫는데너무맘에들어해여
2021.12.30,선물로 사줬는데 맘에 들어 하네요! 칼하트면 무난하게 오래 들 수 있고 좋은 거 같아요
2021.12.30,넉넉하고 크고 수납공간이 많다 잘 사용할 것 같다.
2021.12.30,기대한 것보다는 작은데 그냥 메고 다니겠습니다.
2021.12.28,여친 사줬는데 약간 오버핏처럼 크기가 커요. 확실히 이쁘긴하고 뭔가 작은 가방만 써봤다면 당황할 수도 있어요. 남자한테는 딱 맞는 사이즈에요.
2021.12.28,노트북 15.6인치 넉넉하게 들어가고 아이패드 들어가고도 전공책 세네개 들어갑니다. 좋아요
2021.12.26,평소에 데일리로 매고다니기 너무좋은거같아요
2021.12.26,수납공간이 살짝 작은 느낌도 있지만 학원용으로 구매한거라 적당한것 같아요.
2021.12.26,디자인 예뻐서 잘 사용할것 같습니다~ 유니크한데 깔끔해서 좋아요
2021.12.24,"좋아요 역시 칼하트

노트북 15.6 넣기엔 조금 작은거같기두^^*"
2021.12.23,남자가 들기에 적당하다면 적당하고 작다면 작을 사이즈네요
2021.12.23,좋아용좋아용좋아용색깔두 이쁘고 나쁘지 않아유
2021.12.22,"가방이 크고 유용하게쓸수있을것같아요

다만수납공간이부족해요"
2021.12.21,고등학교 입학하는 아들 주려고 구매했는데?깔끔해서 맘에 들어요 가방안의 수납공간이 따로 나뉘어 있는것도 맘에 들어요
2021.12.20,수납공간 넓고 분할되어 있는 공간이 많아서 책가방 용도로 좋아요. 노트북 아이패드 들어갈 공간도 충분합니다. 가방 맸을 때 쿠션감도 좋고 튼튼해요.
2021.12.20,휘뚜루 마뚜루 들고다니기 좋아요 ㅎㅎ 생각보다 가방이 작긴 한데 예뻐서 괜찮아요~
2021.12.19,적당히 무난하게 이쁘고 케쥬얼하게 잘 들고다닐 수 있을 것 같아요~
2021.12.19,수납공간이 적은듯 은근 많아서 더 좋은것같아요! 그리고 블랙이 많이 판매되는것같고 실물로 보진 못했지만 브라운도 엄청 예뻐서 맨날 검은색가방만들었던 분들은 분위기전환 느낌으로 브라운 해보시면 좋을것 같습니다 ㅎㅎ 저도 그랬어요 만족중이고요!
2021.12.15,대학생이 무난하게 매기 좋은 것 같아요. 여러가방 고민하다 샀는데 만족합니당
2021.12.15,사이즈가 작길래 별로 안들어갈줄알았는데 넣는 공간이 생각보다 많아서 좋네요
2021.12.14,책 많이 넣어다닐 용도로 샀는데 넉넉해서 좋아요 하지만 제 덩치에는 좀 작네요 ㅠ
2021.12.13,상품의 질도 좋고 생각했던것과 비슷해서 정말 좋았습니다
2021.12.13,너무너무 편하고 좋습니다!! 다음에는 크로스백도 사보고시 네요
2021.12.09,생각보다 크진 않고 엄청 예뻐요 20자 이상 채웠다
2021.12.08,생각보다 딴딴하고 좋네용 그래서 무거운 감이 없지않아 있긴 한데 예뻐서 감수 ㄱㄴ
2021.12.04,튼튼하거 아주 좋아요 . 진작에 샀으면 좋았겠네요 10년은 쓸거같아요
2021.12.04,색감 예쁘고 막 들기 좋을 듯 합니다 데일리로 좋음
2021.12.04,우선 배송은 아주빨라서 좋았어요! 생각보다 가방이 크진않았는데 그래도 수납 공간 넉넉하고 예쁩니다 ㅎㅎ 디자인 보고산건데 책 많이 들어가고 맘에들어용 !!
2021.12.02,"백팩이 필요했는데 알아보다가 사게됐습니다.
사이즈 디자인 모두 마음에 드네요"
2021.12.01,백팩 새로 살까해서 어디거 살까 둘러보다가 칼하트가 떠올라서 샀어요 사이즈는 살짝 작긴한데 이뻐요
2021.12.01,빠른배송 감사합니다. 구매하고 다음날 바로 왔어요. 아이가 좋아합니다
2021.12.01,역시 칼하트 무난하게 예쁘고 사이즈도 커서 좋아요
2021.11.30,수납 공간도 많고 탄탄해서 좋아요! 활용도 높을 것 같습니다??
2021.11.30,어디에 매도 이쁘고 잘어울려요 완전 만족합니다
2021.11.30,처음에 좀 작은 줄 알앟는데 생각보다 훨씬 커서 좋아용
2021.11.28,"좋아요.
사람들이 칼하트칼하트 하는 이유가 있는 듯
싸게 잘 사서 더 좋네요"
2021.11.28,고1인데 이쁘고요 그냥 이뻐요 단점은 다른 사람들이랑 좀 겹쳐요
2021.11.24,수납공간이 많고 편합니다 요새 이 가방만 매고 다녀요
2021.11.24,무난한 검정색 가방을 사고 싶은 분들에게 좋습니다.
2021.11.23,가방이 탄탄하고 무게감이 있어요 일단 수납력이 좋아요 ~~~ 166 키에 잘 들고 다닙니다
2021.11.23,저는 개인적으로 깔끔한 거 좋아해서 굉장히 만족스러웠어요!
2021.11.20,너무 적당하고 들고다니기 편해요ㅎㅎ 데일리 가방으로 들고다녀요
2021.11.14,가방 이쁘고 저렴하고 가볍고 학교 들고가기 좋아요
2021.11.12,원했던 가방 그대로입니당 수납공간 넉넉하고 좋아용
2021.11.07,배송도 빠르고 포장상태 좋아요. 튼튼하고 수납공간 넓습니다.
2021.11.06,가방이 심플한 이뻐서 좋았고 수납공간이 적어보였지만 넓은 수납공간에 좋았습니다. 캐쥬얼하게 쓰기 좋아요.
2021.11.04,좋아요… 무난템 데일리템 쳐지지도 않아요.. 가성비 갑
2021.11.03,좋아요 가볍고 디자인도 예쁘고 수납공간도 넉넉해용
2021.11.01,완전 대대만족입니당ㅎㅎ 어느옷에나 다 잘어울리고 포인트가됩니다ㅎ
2021.10.29,동생 선물해줬는데 너무 좋아해요 진작 사줄걸 그랫어요
2021.10.25,가방도 튼튼하고 아래쪽이 가죽이라 고급져보여요
2021.10.25,중학생 아들 가방으로 사줬는데 사이즈 적당하니 괜찮습니다.
2021.10.25,스탠다드 허니 막 들고다니기 좋네요. 다만 생각보다는 조금 작아요
2021.10.24,크기가 클줄알았는데 제 체형에 매기에 적당해요 튼튼해서 오래쓸것같아요
2021.10.22,각이 잘 잡혀있고 등받이 쿠션이 있어서 편하고 좋아요 많이 들어갑니다!
2021.10.21,개이뻐요 진짜 레알루 이쁩니다 가방 몇년만에 사보는데 맘에 드네요 잘 메고 다닐게요ㅋㅋ
2021.10.21,역시 가방은 칼하트입니다 무난하고 예뻐요 무엇보다 수납공간 넉넉한게 진짜 돈 아깝지 않아요
2021.10.21,솔직히 좀 무거워요 특히 많이 넣으면 더 ㅎㅎ 근데 수납 최고
2021.10.20,굳굳너무좋아요친구생일선물로 사줬는데 넘 좋아함
2021.10.19,편하게 들기 좋고 대학생에게 딱이네요 추천드립니당
2021.10.19,색이 괜찮을까 고민 많이 했는데 너무 다행히도 예뻤어요!!! 수납 공간 괜찮고 무게도 적당해요
2021.10.17,흔하고 무난하지만 그래서 더 안질리는 가방. 군더더기가 없음. 가격이 좀 비싼 감이 있다고 느꼈지만 브랜드와 상품 퀄리티와 소재 튼튼함을 생각하면 그리 비싸게 느껴지진 않는 정도? 무난하게 오래 쓸 가방으로 딱 좋아요.
2021.10.12,기본템으로 무난하게 괜찮습니다 마음에 들어요
2021.10.11,"심플 무난 중,고등학생,대학생,직장인 다 쓰기 좋고 어느 스타일에든 어울리는 가방 같아요"
2021.10.08,스탠다드 역시 무난한게 젤 좋은거 같아요 수납공간 넉넉하고 그래서 들고다니기 좋고 유행 안타고 잘 들고 다닐수있어요
2021.10.04,크키도 적당하고 가방도 너무 예쁘고 수납공간이 넉넉해요
2021.10.02,"가방이 살짝 무겁지만 수납공간이 꽤나 많아서 학교다닐때와 학원다닐때 등등 외출할때도 자주 사용하고 있어요!
방수도 잘되고 아주 좋아요!"
2021.10.02,고민엄청 하다가 샀는데 그냥 고민한 시간이 아깝습니다.. 가격대비 소재 좋고 짱짱하고 수납 좋고 크기도 엄청 크고 너무 좋아요 ㅜㅜ
2021.09.28,가방이 튼튼하고 괜찮네요 선물용으로도 좋은듯
2021.09.28,예뻐요 선물로 사줬는데 너무 좋아해용 ㅎㅎ 세일도해서 더 좋네요
2021.09.27,생각했던 그대로 왔어요!! 역시 칼하트 예쁩니다..!!! 예쁘게 잘 메겠습니다~
2021.09.27,가방이 생각보다 좀 흐물텅거리고 책 넣으면 등쪽으로 고정되는게 아니라 자꾸 바깥쪽으로 처지는?? 느낌.. 아쉬운데 그냥 휘뚜루마뚜루 메고 다님
2021.09.25,예뻐요~! 무난하게 들기 좋아요 ㅎㅎ 수납공간도 많아서 만족합니다!
2021.09.25,많이 클줄 알았는데 생각보다 적당한크기네욥 수납공간도 적당하고 이쁩니다
2021.09.24,"남자친구가 적당한 크기의 가방을 원해서 선물했는데
다른 보통 남자용 백팩는 너무 컸었는데
남자가 쓰기에도 적당하고 여자가 써도 예쁠 크기라
너무 만족하고
무엇보다 가방 자체의 무게가 가벼워서 좋아요!"
2021.09.24,생각보다 더 수납 공간이 널널하고 휘뚜루마뚜루 들고 다니기 편해요!!
2021.09.22,생각보다 가방이 그렇게크진않지만 수납공간이 꽤있어 활용하기좋아요
2021.09.21,ㅠㅠ 진짜 예뻐요 원래 마냥 긴 가방 좋아했는데 너무 길지도 않고 딱 맞는 길이감 ! 심플해서 맨날 들고 다닙니당 친구들도 다 예쁘대요 ~
2021.09.18,생각보다 크지는 않았지만 좋았습니다 가격도 괜춘
2021.09.17,상품이 설명과 같아 아주 만족하고 너무 이뻐서 좋습니다
2021.09.17,가방 튼튼하고 좋아요 수납 공간도 나뉘어져 있어서 실용성 있어요
2021.09.16,노트북 잘 들어감 근데 노트북 케이스 씌우면 쪼큼 잘 안들어가긴하
2021.09.16,이전부터 갖고싶었는데 드디어 샀습미다 역시 좋아요
2021.09.15,너무이뻐용 6년만에 가방 바꿨는데… 다시 6년 써야지용
2021.09.13,리뷰 본대로 생각보단 작아도 크게 불편할정도는 아니네요
2021.09.09,사이즈도 제 덩치에 딱 적당하고 수납공간도 적당히 많아서 좋아요
2021.09.08,가방도 크고 가벼우며 수납공간도 많아서 좋아요
2021.09.06,남자친구 선물해줬는데 엄청 좋아해용 ㅋㅋ 잘 산 것 같아요
2021.09.05,"가방이 찢어져서 급하게 샀는데
급하게 산 거 치고 품질도 좋고 배송도 빨랐어요"
2021.09.04,"선물에 줬는데 덩치크면 살짝 미니미해보여요
보통 체격이나 저한테는 큽니다
가볍고 수납공간 많고 이뻐요"
2021.09.04,"디자인이 이뻐서 구매한건데 생각보다 크기도 안 작고 너무 만족스러워요 근데 수납공간이 충분해야 한다! 하시는 분들은 추천하지 않아요 ㅜ

제 키는 161인데 크기도 길이도 다 딱 적당했어요"
2021.09.01,"가방 없어서 샀는데 완전 만족 ㅠ
역시 칼하트는 짱이다"
2021.08.31,수납공간도 적당하고 크기도 만족스러워서 좋네여
2021.08.31,가방크기도 너무 크기 않아서 좋고 수납공간도 생각보다 넓은것같아요! 잘 쓰겠습니다
2021.08.30,많이 작지 않을까 걱정했었는데 데일리로 딱 적당한 사이즈인 것 같아요. 가장 중요한 게 노트북 수납이었는데 맥북 기준 16인치 사이즈도 딱 맞게 들어가요! 예쁘게 잘 쓰겠습니당
2021.08.30,"가격대비 만족스러워운 가방입니다.
무겁지않아 좋아요.
자녀 등교용 서브로 사용중입니다."
2021.08.26,가방이 탄탄해서 오래 쓸 수 있을 것 같고 수납공간도 넉넉하고 예뻐서 휘뚜루마뚜루 메고다니기 딱 좋아요
2021.08.25,검은색 가방 무난히 오래 들수있는 가방을 찾았는데 알맞게 산거 같아요
2021.08.18,원래 생각했던것보다 훨씬 크고 수납공간도 많아요
2021.08.17,가방 편햐요마니들어가고요 노트북도가능 추천합니다
2021.08.13,가방이 사진이랑은 다르네요 지퍼가 금색 아니라 회색이고 로고도 흰색 아니라 회색이에요
2021.08.12,일단 비싸도 칼하트라서 구매했구요 161 여자 기준으로 크기나 길이 완전 넉넉했습니다! 길이는 늘리면 개많이 늘어나요 그리구 늘릴때 줄일때 좀 많이 빡빡하고 잘 안 됩니다... 이거 하나 단점이네요 ㅜㅜ 이쁘긴 개이뻐요 왕추천
2021.08.10,가방 밑 면에 가죽처리 돼있어 모양 잘 잡힙니다 주머니 많아서 편해요
2021.08.10,그냥 적당한 검은색 가방을 찾고 있었는데 너무 만족해요 칼하트 로고도 귀엽고 수납공간도 넉넉합니다 :)
2021.08.05,말로 표현하자면 나쁘지않은 것 같네여. 그냥 가격대비 무난
2021.08.04,"데일리로 메고 다니기에 적당한 크기이고 수납공간도 적당하게 있어서 좋아요 또한, 디자인도 나쁘지 않네요ㅎㅎ"
2021.07.16,수납하는 부분이 많이 나눠있는게 아니지만 크기도 크고 좋아요 막 들고 다니기 좋을 듯 해요
2021.07.16,양쪽에 있는 주머니가 큼지막해서 담고 다니기 좋고 안에 공간도 널널해서 학교 갈 때 매기 딱좋아요!
2021.07.15,여자 고등학생이구요 가방은 진짜 가벼워요. 근데?? 안쪽에는 따로 수납공간이 별로 없어서 좀 아쉽네요.
2021.07.15,가방 너무 이쁘고 맘에 들어요~~첨샀는데 대만족입니다
2021.07.12,사이즈가 적당해서 들고 다니기 편해요 학교에서 쓰고 있는데 만족합니다
2021.07.07,왜 이제야 샀는지 후회되네요 빨리 살걸! 그 정도로 예쁘고 좋습니다!
2021.07.07,수납공간 넉넉하고 색감 이뻐서 좋네요 잘쓸게요
2021.07.02,작을줄알았는데 생각보다 커서 마음에 들었습니다
2021.06.27,앞쪽 수납공간이 마음에 들어서 구매했는데 수납공간도 넉넉하고 이뻐요
2021.06.25,크기도 적당하고 수납공간도 넉넉해서 잘 들고 다닐 것 같아요!
2021.06.24,백팩은 무거우면 손이 안 가는데 가볍고 수납공간도 적절하게 분리되어 있어서 좋아요. 노트북 수납도 가능해서 잘 쓰고 있습니다.
2021.06.24,지금까지 샀던 가방중에 가장 튼튼하고 가장 마음에 듭니다 !!
2021.06.23,ㅇㅖ쁘고 수납공간 많아서 좋습니다 학생분들에게 추천합니다
2021.06.23,칼하트 레거시 스탠다드 워크팩 좋아요. 수납공간도 많아요
2021.06.22,학원가방으로 사용하는데 좋아요 가볍고편합니다
2021.06.18,은근히 흔해서 오다가다 같은 가방을 많이 마주치긴 하지만 수납공간도 좋고 예뻐요 !
2021.06.17,후기엔 공간 넉넉하지 않다그랬는데 저정도면 일상생활하기에는 충분한 거 같아용
2021.06.14,엄청 편하고 좋아요 수납도 많고 편하게 들고 다니네여
2021.06.12,친구 생일 선물로 구매 친구가 예쁘대용 ㅋㄷ 무난템 ㅎ수납도 많대요
2021.06.12,적당히 크고 많이 들어가서 조하요 그리고 이뻐요
2021.06.12,사이즈 딱 좋아요 노트북도 잘 들어가고 수납공간도 넉넉해요 !
2021.06.08,칼하트 로고가 포인트로 들어가있는게 너무 이뻐여
2021.06.08,"수납공간이 나눠져서 좋았어요
거기다 텀블러 넣을수 있어서 더 좋았습니다"
2021.06.06,교복에 간단하게 메기에 좋아요 안에 수납공간도 충분하고 어깨에 무리도 안가서 노트북 넣고 다니기 좋습니다
2021.06.05,"운동용가방으로 굿이네요
칼하트 브랜드도이쁘고
너무좋네요."
2021.06.05,수납공간 많아서 정말 좋구 바닥면이 내구성이 튼튼해서 더 만족합니당
2021.06.04,좋아요 !! 친구들도 제꺼보고 이쁘다고 사겠다네요 ㅋㅋ
2021.06.01,좋은가격에 빠른배송 아들이 마음에 들어합니다.
