날짜,리뷰
2021.11.18,간단하게 들수있는 가방이 필요해서 구매했는데 크로스 숄더도 되고 가볍기도 해서 요즘 이것만 드는것 같습니다 ㅎㅎ
2021.11.17,작고 귀여운게 지퍼가 있어서 물건 흘러내릴 걱정 하지 않을 수 있어서 좋아요 ㅎㅎ
2021.11.17,선물용으로 샀는데 딱 필요한 물건들만 넣어서 휘뚜루마뚜루 들고 다니기 좋아요
2021.11.12,오래기다렸지만 너무 귀엽고 만족합니당 이쁘게 메고 다닐세요!
2021.11.10,줄이 길다는 소리가 있었는데 고객의 소리가 반영이 된건가 끈길이가 괜찮네요.
2021.11.08,"데일리로 백이 될거같아요.
블랙은 국룰.
넘 이뿌네요 호보백,
체인이 한줄 더 잇었다면 활용하기 더 좋았을듯 해요.
생각보다 미니미 한 사이즈라 더 좋네요.
예쁩니다 후회안해요 좋아요."
2021.11.05,기대한만큼 진짜 예뻐요! 아마 맨날 매고 다닐 거 같아요!!! 다른 색도 구매할 예정입니당!!!
2021.11.03,"생각보다 사이즈가 너무 작았어요 근데 이건 상세샷 제대로 안읽은 제 불찰 ,,, 그냥 휘뚜루 마뚜루 가방으로 좋아요"
2021.11.01,"생각보다 더 작아서 살짝 아쉽지만, 작아서 귀엽고 예쁘네요,"
2021.10.23,"크로스줄이 최대로 줄여도
너무 길어요 ㅜㅜ
작은키도 아닌데
고민이네요 오떻게 줄이나 ㅜ"
2021.10.22,"생각했던 크기이면서도 생각했던 크기보다 작은거같기도하고 그래도 가방자체는 엄청 이뻐요
리사이클이란걸 결제 직전에 알아서 고민했는데 이런 디자인에 크로스로 맬수있다는 장점때문에
구매했어요"
2021.10.20,전부터 사고 싶었는데 세일을 안해서 계속 기다렸는데 세일을 해서 드디어 구매를 했어용 ~ 이뻐용 ~ 휘루룩 들고 다닐수 있어서 좋은것 같아요!
2021.10.19,허니제이 퇴근가방이라서 그냥 샀어요 이쁩니댱
2021.10.14,생각한것보다 더 맘에 들어요 !! 가격도 저렴하고 퀄리티좋음~!
2021.10.13,"사이즈도 적당하고 실물이
더 이뻐요! 자주 메고 다니기 부담 없고 좋네여ㅎㅎ"
2021.10.13,지갑이랑 간단한 화장품 정도는 들어갈 크기에요 ! 귀염뽀짝해서 어디든지 잘 어울릴거 같아요 ??
2021.10.11,"생일선물로 줬는데 너무너무 맘에 들어했습니다
귀엽고 이뻐요!!"
2021.10.09,크기가 작긴하지만 알차게 다 들어가고 디자인이 너무 예뻐요ㅠ 크러스끈이 좀 길어서 수선하려구요
2021.10.08,가볍고 마감도 튼튼하게 잘되어 있어서 편하게 들고 다닐 것 같아요.
2021.10.08,스트랩이 두개로 구성되어 있어서 다양하게 연출 가능한 점이 맘에 드네요.
2021.10.05,it's so cute. i like it so much!
2021.10.02,"검은색 호보백이라 아무 옷에나
휘뚜루 마뚜루 들기 좋을 거 같아요~ 쿠폰이랑 적립금 사용해서 가격도 싸게 샀네요"
2021.09.27,"생각보단 작은데 소지품은 많이 들어가요
크로스스트랩은 최소길이도 좀 긴것같아서 5센치정도 수선하려구요"
2021.09.26,"수납공간도 적절하구요
크기도 적당 하고 무게도 가벼운편입니당"
2021.09.25,사진이랑 똑같아요 귀여워요 작은백은 오랜만인데 가볍게 들기에 좋아요
2021.09.18,친구에게 선물하려고 주문했는데 빨리와서 넘 좋았고 실제로 보면 더 귀여워요! 가방 부분이 가죽이 아니라서 애매할거같았는데 오히려 매력있네요~
2021.09.09,소재도 엄청 좋고 어떤 옷에도 매치가 가능해서 좋습니다
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2021.08.22,스트랩은 좀 짧지만 가방이 튼튼하고 가지고다니기 좋아요
2021.08.19,가방 뒷부분에 살짝 스크래치 난 상태로 배송이 왔어요..
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
2021.09.27,"생각보단 작은데 소지품은 많이 들어가요
크로스스트랩은 최소길이도 좀 긴것같아서 5센치정도 수선하려구요"
2021.09.26,"수납공간도 적절하구요
크기도 적당 하고 무게도 가벼운편입니당"
2021.09.25,사진이랑 똑같아요 귀여워요 작은백은 오랜만인데 가볍게 들기에 좋아요
2021.09.18,친구에게 선물하려고 주문했는데 빨리와서 넘 좋았고 실제로 보면 더 귀여워요! 가방 부분이 가죽이 아니라서 애매할거같았는데 오히려 매력있네요~
2021.09.09,소재도 엄청 좋고 어떤 옷에도 매치가 가능해서 좋습니다
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2021.08.22,스트랩은 좀 짧지만 가방이 튼튼하고 가지고다니기 좋아요
2021.08.19,가방 뒷부분에 살짝 스크래치 난 상태로 배송이 왔어요..
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
